-1.0053,-0.0066358,0.11453,0.4526,1,-1.0085,-0.0031555,0.11267,0.47746,-1
-1.0085,-0.0031555,0.11267,0.47746,1,-1.0101,-0.0016724,0.11169,0.48805,-1
-1.0101,-0.0016724,0.11169,0.48805,-1,-1.0083,0.0018122,0.11275,0.51294,-1
-1.0083,0.0018122,0.11275,0.51294,1,-1.005,0.0032952,0.11469,0.52354,-1
-1.005,0.0032952,0.11469,0.52354,-1,-0.99825,0.0067752,0.11868,0.54839,-1
-0.99825,0.0067752,0.11868,0.54839,1,-0.99,0.0082483,0.12353,0.55892,-1
-0.99,0.0082483,0.12353,0.55892,-1,-0.97829,0.011712,0.13042,0.58365,-1
-0.97829,0.011712,0.13042,0.58365,1,-0.96313,0.015158,0.13934,0.60827,-1
-0.96313,0.015158,0.13934,0.60827,1,-0.94655,0.016579,0.14909,0.61842,-1
-0.94655,0.016579,0.14909,0.61842,-1,-0.92658,0.019966,0.16083,0.64262,-1
-0.92658,0.019966,0.16083,0.64262,1,-0.90528,0.021304,0.17336,0.65217,-1
-0.90528,0.021304,0.17336,0.65217,-1,-0.8827,0.022581,0.18665,0.66129,-1
-0.8827,0.022581,0.18665,0.66129,-1,-0.85692,0.025783,0.20181,0.68416,-1
-0.85692,0.025783,0.20181,0.68416,1,-0.82803,0.028886,0.21881,0.70633,-1
-0.82803,0.028886,0.21881,0.70633,1,-0.79816,0.029865,0.23637,0.71332,-1
-0.79816,0.029865,0.23637,0.71332,-1,-0.76547,0.032699,0.25561,0.73357,-1
-0.76547,0.032699,0.25561,0.73357,1,-0.73211,0.033358,0.27523,0.73827,-1
-0.73211,0.033358,0.27523,0.73827,-1,-0.69828,0.033822,0.29513,0.74159,-1
-0.69828,0.033822,0.29513,0.74159,-1,-0.66221,0.036073,0.31635,0.75767,-1
-0.66221,0.036073,0.31635,0.75767,1,-0.62613,0.036083,0.33757,0.75774,-1
-0.62613,0.036083,0.33757,0.75774,-1,-0.58829,0.03784,0.35983,0.77029,-1
-0.58829,0.03784,0.35983,0.77029,1,-0.55097,0.037322,0.38178,0.76659,-1
-0.55097,0.037322,0.38178,0.76659,-1,-0.51444,0.036527,0.40327,0.76091,-1
-0.51444,0.036527,0.40327,0.76091,-1,-0.47898,0.035458,0.42413,0.75327,-1
-0.47898,0.035458,0.42413,0.75327,-1,-0.44286,0.036125,0.44538,0.75803,-1
-0.44286,0.036125,0.44538,0.75803,1,-0.40833,0.034525,0.46569,0.74661,-1
-0.40833,0.034525,0.46569,0.74661,-1,-0.37565,0.032678,0.48491,0.73341,-1
-0.37565,0.032678,0.48491,0.73341,-1,-0.34305,0.032604,0.50409,0.73289,-1
-0.34305,0.032604,0.50409,0.73289,1,-0.31073,0.032315,0.5231,0.73082,-1
-0.31073,0.032315,0.5231,0.73082,1,-0.28091,0.029825,0.54064,0.71304,-1
-0.28091,0.029825,0.54064,0.71304,-1,-0.25175,0.029162,0.5578,0.7083,-1
-0.25175,0.029162,0.5578,0.7083,1,-0.22341,0.028341,0.57447,0.70244,-1
-0.22341,0.028341,0.57447,0.70244,1,-0.19802,0.025382,0.5894,0.6813,-1
-0.19802,0.025382,0.5894,0.6813,-1,-0.17371,0.02431,0.6037,0.67365,-1
-0.17371,0.02431,0.6037,0.67365,1,-0.15257,0.021142,0.61613,0.65102,-1
-0.15257,0.021142,0.61613,0.65102,-1,-0.13267,0.0199,0.62784,0.64214,-1
-0.13267,0.0199,0.62784,0.64214,1,-0.11408,0.018595,0.63878,0.63282,-1
-0.11408,0.018595,0.63878,0.63282,1,-0.096836,0.01724,0.64892,0.62314,-1
-0.096836,0.01724,0.64892,0.62314,1,-0.080991,0.015845,0.65824,0.61318,-1
-0.080991,0.015845,0.65824,0.61318,1,-0.066573,0.014418,0.66672,0.60299,-1
-0.066573,0.014418,0.66672,0.60299,1,-0.053605,0.012968,0.67435,0.59263,-1
-0.053605,0.012968,0.67435,0.59263,1,-0.044105,0.0095002,0.67994,0.56786,-1
-0.044105,0.0095002,0.67994,0.56786,-1,-0.038083,0.0060221,0.68348,0.54301,-1
